raw_text,text_tfidf,text_bert,time
﻿﻿무슨이런 인간말종같은 주식이다잇노,무슨이런 인간말종같은 주식이다잇노,무슨이런 인간말종같은 주식이다잇노,2025-04-01T00:19:53+09:00
﻿﻿이렇게 심하게 떨어질게 아닌데? 알리바바가 언급한건 현재 AI 투자가 엄청나다라는 뜻인데 이렇게까지?,이렇게 심하게 떨어질게 아닌데 알리바바가 언급한건 현재 AI 투자가 엄청나다라는 뜻인데 이렇게까지,이렇게 심하게 떨어질게 아닌데? 알리바바가 언급한건 현재 AI 투자가 엄청나다라는 뜻인데 이렇게까지?,2025-03-26T23:29:21+09:00
﻿﻿하루수익 100만원 목표..  엔비디아 오른다 했잖아 형들ㅋㅋ 테슬라 갔다가 엔비디아 간다고ㅋㅋ 엔비 많이 못먹고 롱레버는 오히려 마이너스ㅋㅋㅋㅋ  다들 본장 시작하고 진입하시는걸 추천드려요 변동성이 심해서 방향 잡고 진입 하셔야됨. 하락장이면 진입 ㄴㄴ 상승장이면 진입 ㄱㄱ  판단은 나스닥 선물 지수 보고 판단하시길,하루수익 100만원 목표 엔비디아 오른다 했잖아 형들 테슬라 갔다가 엔비디아 간다고 엔비 많이 못먹고 롱레버는 오히려 마이너스 다들 본장 시작하고 진입하시는걸 추천드려요 변동성이 심해서 방향 잡고 진입 하셔야됨 하락장이면 진입 상승장이면 진입 판단은 나스닥 선물 지수 보고 판단하시길,하루수익 100만원 목표.. 엔비디아 오른다 했잖아 형들ㅋㅋ 테슬라 갔다가 엔비디아 간다고ㅋㅋ 엔비 많이 못먹고 롱레버는 오히려 마이너스ㅋㅋㅋㅋ 다들 본장 시작하고 진입하시는걸 추천드려요 변동성이 심해서 방향 잡고 진입 하셔야됨. 하락장이면 진입 ㄴㄴ 상승장이면 진입 ㄱㄱ 판단은 나스닥 선물 지수 보고 판단하시길,2025-03-27T19:02:43+09:00
﻿﻿슬슬 개잡주 타령이 나올때가 됐는데,슬슬 개잡주 타령이 나올때가 됐는데,슬슬 개잡주 타령이 나올때가 됐는데,2025-03-26T22:51:00+09:00
﻿﻿매시따,매시따,매시따,2025-03-25T00:18:46+09:00
﻿﻿오늘 넘것다 ㄱㅅ,오늘 넘것다,오늘 넘것다 ㄱㅅ,2025-03-24T20:12:36+09:00
﻿﻿그냥 듣기만 하라고 ㅋㅋㅋㅋㅋㅋ,그냥 듣기만 하라고,그냥 듣기만 하라고 ㅋㅋㅋㅋㅋㅋ,2025-03-27T11:32:51+09:00
﻿﻿엔비디아 한번 씨게 급등 못하나,엔비디아 한번 씨게 급등 못하나,엔비디아 한번 씨게 급등 못하나,2025-03-26T11:32:35+09:00
﻿﻿차근차근 모아가겠습니다,차근차근 모아가겠습니다,차근차근 모아가겠습니다,2025-03-24T17:20:26+09:00
﻿﻿이게 사지면 안되는건데,이게 사지면 안되는건데,이게 사지면 안되는건데,2025-03-27T22:35:40+09:00
﻿﻿고양이가 발로 눌렀는지 사졌어요 🤔 😺🫵🤦,고양이가 발로 눌렀는지 사졌어요,고양이가 발로 눌렀는지 사졌어요,2025-03-28T03:03:12+09:00
﻿﻿그대로 다 쏟을거면 뭐더러 올리믄 척을하니…,그대로 다 쏟을거면 뭐더러 올리믄 척을하니,그대로 다 쏟을거면 뭐더러 올리믄 척을하니,2025-03-31T22:28:44+09:00
﻿﻿오늘 만오천원 오르자!!! 젠_________황🫡,오늘 만오천원 오르자 젠황,오늘 만오천원 오르자!!! 젠황,2025-03-24T20:12:04+09:00
﻿﻿떨어지면 감사합니다하고 사는거지,떨어지면 감사합니다하고 사는거지,떨어지면 감사합니다하고 사는거지,2025-03-25T22:52:32+09:00
﻿﻿와 진짜 1초마다 몇억이 왔다갔다 하는거냐 무섭다,와 진짜 1초마다 몇억이 왔다갔다 하는거냐 무섭다,와 진짜 1초마다 몇억이 왔다갔다 하는거냐 무섭다,2025-03-27T22:48:12+09:00
﻿﻿오눌 장 몇시임?,오눌 장 몇시임,오눌 장 몇시임?,2025-03-31T21:39:21+09:00
﻿﻿호재가 쏟아지네…,호재가 쏟아지네,호재가 쏟아지네,2025-03-28T23:04:49+09:00
﻿﻿미국 행님들 엑셀 좀 밟아주이소,미국 행님들 엑셀 좀 밟아주이소,미국 행님들 엑셀 좀 밟아주이소,2025-03-31T22:31:18+09:00
﻿﻿115까진 밀겠네 더 밀어라,115까진 밀겠네 더 밀어라,115까진 밀겠네 더 밀어라,2025-03-27T23:57:03+09:00
﻿﻿재미없다 ~~,재미없다,재미없다,2025-03-27T20:23:03+09:00
﻿﻿음..,음,음..,2025-03-31T22:41:51+09:00
﻿﻿떡상하네,떡상하네,떡상하네,2025-04-02T00:11:00+09:00
﻿﻿에라이!!~~~~,에라이,에라이!!,2025-03-28T23:33:39+09:00
﻿﻿미국망했나요?ㅋ,미국망했나요,미국망했나요?ㅋ,2025-03-31T22:40:50+09:00
﻿﻿숏탄 사람들 피똥좀 쌌겠는걸,숏탄 사람들 피똥좀 쌌겠는걸,숏탄 사람들 피똥좀 쌌겠는걸,2025-04-01T06:27:56+09:00
﻿﻿그만.... 이러다 다.... 주거.... ㅠ ..,그만 이러다 다 주거,그만.... 이러다 다.... 주거.... ㅠ ..,2025-03-27T23:58:25+09:00
﻿﻿라멘 먹을수 있겠네요 흑,라멘 먹을수 있겠네요 흑,라멘 먹을수 있겠네요 흑,2025-04-01T20:56:55+09:00
﻿﻿이게 미장이야 국장이야,이게 미장이야 국장이야,이게 미장이야 국장이야,2025-04-02T01:45:36+09:00
﻿﻿엔비 평단 122,엔비 평단 122,엔비 평단 122,2025-03-25T22:59:02+09:00
﻿﻿엔비디아 구글 같은 우량주 사놓고 15개월 뒤 계좌 확인 어떻게 생각하시나요?,엔비디아 구글 같은 우량주 사놓고 15개월 뒤 계좌 확인 어떻게 생각하시나요,엔비디아 구글 같은 우량주 사놓고 15개월 뒤 계좌 확인 어떻게 생각하시나요?,2025-03-28T20:58:48+09:00
﻿﻿내일 올리고 오늘은 여기서 마감하자.,내일 올리고 오늘은 여기서 마감하자,내일 올리고 오늘은 여기서 마감하자.,2025-03-25T15:05:49+09:00
﻿﻿다들 지금처럼 공포일때 매수하세요 나스닥 지금 저점입니다,다들 지금처럼 공포일때 매수하세요 나스닥 지금 저점입니다,다들 지금처럼 공포일때 매수하세요 나스닥 지금 저점입니다,2025-03-29T16:34:53+09:00
﻿﻿넌 뭐하냐 ☹️,넌 뭐하냐,넌 뭐하냐,2025-04-02T00:28:05+09:00
﻿﻿만우절이잖아~,만우절이잖아,만우절이잖아,2025-04-01T19:05:45+09:00
﻿﻿애플이 엔비 칩 산다는데 ㄹㅇ임?,애플이 엔비 칩 산다는데 임,애플이 엔비 칩 산다는데 ㄹㅇ임?,2025-03-26T19:23:45+09:00
﻿﻿미국 망함?,미국 망함,미국 망함?,2025-03-27T02:49:53+09:00
﻿﻿이젠 무적의 113불일까,이젠 무적의 113불일까,이젠 무적의 113불일까,2025-03-27T04:24:48+09:00
﻿﻿ㄱㄱㄱㄱ빼자,빼자,ㄱㄱㄱㄱ빼자,2025-03-25T02:18:36+09:00
﻿﻿풀매수 ㅎㅎ,풀매수,풀매수 ㅎㅎ,2025-03-28T17:04:54+09:00
﻿﻿언젠간 주가가 본전 넘어 우주로 가겠죠 소소하게 욕심 안부리고 한 1억만 먹고 가겠습미다 ㅋㅋㅋ,언젠간 주가가 본전 넘어 우주로 가겠죠 소소하게 욕심 안부리고 한 1억만 먹고 가겠습미다,언젠간 주가가 본전 넘어 우주로 가겠죠 소소하게 욕심 안부리고 한 1억만 먹고 가겠습미다 ㅋㅋㅋ,2025-04-01T20:28:45+09:00
﻿﻿선발대,선발대,선발대,2025-03-26T23:57:23+09:00
﻿﻿지금 타이밍 괜찮습니까? 고수형님들 조언 부탁드립니다,지금 타이밍 괜찮습니까 고수형님들 조언 부탁드립니다,지금 타이밍 괜찮습니까? 고수형님들 조언 부탁드립니다,2025-04-01T14:51:55+09:00
﻿﻿정찰뵹!!,정찰뵹,정찰뵹!!,2025-03-27T23:58:53+09:00
﻿﻿나만 주기적으로 흰화면 눈뽕 됨?,나만 주기적으로 흰화면 눈뽕 됨,나만 주기적으로 흰화면 눈뽕 됨?,2025-03-27T23:07:25+09:00
﻿﻿엔비디아 횡보에 지치네요... 오늘 떡상하길 바랍니다,엔비디아 횡보에 지치네요 오늘 떡상하길 바랍니다,엔비디아 횡보에 지치네요... 오늘 떡상하길 바랍니다,2025-03-25T22:22:36+09:00
﻿﻿팔껄 ㅆㅣ 팔 ㅠ,팔껄 팔,팔껄 ㅆㅣ 팔 ㅠ,2025-03-28T23:21:42+09:00
﻿﻿먹먹하다..,먹먹하다,먹먹하다..,2025-03-28T00:55:45+09:00
﻿﻿5퍼를 못가냐 아오,5퍼를 못가냐 아오,5퍼를 못가냐 아오,2025-03-24T22:51:40+09:00
﻿﻿무한 추매 간드아!,무한 추매 간드아,무한 추매 간드아!,2025-03-29T22:01:57+09:00
﻿﻿엔비디아 계속 매수할꺼임ㅋ 돈이나 열심히 벌쟈,엔비디아 계속 매수할꺼임 돈이나 열심히 벌쟈,엔비디아 계속 매수할꺼임ㅋ 돈이나 열심히 벌쟈,2025-04-01T01:00:16+09:00
﻿﻿왤케 내리는건가요?,왤케 내리는건가요,왤케 내리는건가요?,2025-03-26T23:06:53+09:00
﻿﻿소로소로 이키마스요~,소로소로 이키마스요,소로소로 이키마스요,2025-03-28T00:41:58+09:00
﻿﻿방금 백만원치 삿는데,방금 백만원치 삿는데,방금 백만원치 삿는데,2025-03-29T05:39:40+09:00
﻿﻿조금 천천히 빼도 될 텐데 급하게 등락을 반복하는 모습입니다.  시장이 매우 불안정한 형태를 보이고 있어 아직까지는 안전자산의 선호도가 강한 모습입니다.  우리가 시장에서 체크해야 할 포인트는 빅스 금 채권의 수요입니다.  단기적인 추세에서 빅스는 하락채널을 이탈해 다시 상승하려는 모습을 보이고있고.  금은 상승세를 멈추었습니다.  채권은 메크로의 영향에 따라 등락을 반복하며 현재 매우 불안정한 상태인지라 금과 빅스에서 힌트를 찾아야 할 것 입니다.  금과 MMF자금은 투자자들의 지갑과 같습니다.  시장이 안정화 된다면 더 높은 금리를 찾아 움직이겠죠.  나스닥과 에센피의 연 내 성장률이 최소 6% 성장이 보장되어야 움직이는 돈이라 할 수 있습니다. (MMF 금리는 현재 5%대이며 금도 에센피를 아득히 아웃퍼폼 하는 중.)  어떤 자산이던 새로운 채널을 형성할 때는 반드시 수 차례의 수익실현이 발생합니다.  금과 빅스도 마찬가지 입니다.  앞서 큰 조정장에서 빅스는 강한 수익실현이 발생했고.  금도 한 차례 수익실현이 있었으나 더 강한 수요를 보이는 중 입니다.  금이 약 3~4%하락하게 된다면 우리는 자산을 배분해야 합니다.  금의 하락은 주식시장의 상승여력과도 같으니.  이 전에 말씀드린 SPX5800~6000과도 맞물립니다.(nas100 mini 20500~20700p)  해당 라인에 도달한다면 우린 필히 자금을 분산해야 합니다.  하지만 이 모든 뷰는 단기적인 뷰 일 뿐입니다.  금과 MMF자금이 두둑하게 쌓여 있다는 것은.  반환될 때 시장의 상승여력도 크다는 얘기가 됩니다.  그리고 그 중심에 금리 민감주가 있겠고 최전방에 반도체가 있을 확률이 매우 높습니다.  비중을 조절하시어 조정장을 피해가시되 지레 겁 먹어 도망치는 일은 없어야 합니다.  이 공간에 함께하는 모든 분들이 힘든 시기를 이겨내어 좋은 결과를 받아보시길 바래봅니다.,조금 천천히 빼도 될 텐데 급하게 등락을 반복하는 모습입니다 시장이 매우 불안정한 형태를 보이고 있어 아직까지는 안전자산의 선호도가 강한 모습입니다 우리가 시장에서 체크해야 할 포인트는 빅스 금 채권의 수요입니다 단기적인 추세에서 빅스는 하락채널을 이탈해 다시 상승하려는 모습을 보이고있고 금은 상승세를 멈추었습니다 채권은 메크로의 영향에 따라 등락을 반복하며 현재 매우 불안정한 상태인지라 금과 빅스에서 힌트를 찾아야 할 것 입니다 금과 MMF자금은 투자자들의 지갑과 같습니다 시장이 안정화 된다면 더 높은 금리를 찾아 움직이겠죠 나스닥과 에센피의 연 내 성장률이 최소 6 성장이 보장되어야 움직이는 돈이라 할 수 있습니다 MMF 금리는 현재 5대이며 금도 에센피를 아득히 아웃퍼폼 하는 중 어떤 자산이던 새로운 채널을 형성할 때는 반드시 수 차례의 수익실현이 발생합니다 금과 빅스도 마찬가지 입니다 앞서 큰 조정장에서 빅스는 강한 수익실현이 발생했고 금도 한 차례 수익실현이 있었으나 더 강한 수요를 보이는 중 입니다 금이 약 34하락하게 된다면 우리는 자산을 배분해야 합니다 금의 하락은 주식시장의 상승여력과도 같으니 이 전에 말씀드린 SPX58006000과도 맞물립니다nas100 mini 2050020700p 해당 라인에 도달한다면 우린 필히 자금을 분산해야 합니다 하지만 이 모든 뷰는 단기적인 뷰 일 뿐입니다 금과 MMF자금이 두둑하게 쌓여 있다는 것은 반환될 때 시장의 상승여력도 크다는 얘기가 됩니다 그리고 그 중심에 금리 민감주가 있겠고 최전방에 반도체가 있을 확률이 매우 높습니다 비중을 조절하시어 조정장을 피해가시되 지레 겁 먹어 도망치는 일은 없어야 합니다 이 공간에 함께하는 모든 분들이 힘든 시기를 이겨내어 좋은 결과를 받아보시길 바래봅니다,조금 천천히 빼도 될 텐데 급하게 등락을 반복하는 모습입니다. 시장이 매우 불안정한 형태를 보이고 있어 아직까지는 안전자산의 선호도가 강한 모습입니다. 우리가 시장에서 체크해야 할 포인트는 빅스 금 채권의 수요입니다. 단기적인 추세에서 빅스는 하락채널을 이탈해 다시 상승하려는 모습을 보이고있고. 금은 상승세를 멈추었습니다. 채권은 메크로의 영향에 따라 등락을 반복하며 현재 매우 불안정한 상태인지라 금과 빅스에서 힌트를 찾아야 할 것 입니다. 금과 MMF자금은 투자자들의 지갑과 같습니다. 시장이 안정화 된다면 더 높은 금리를 찾아 움직이겠죠. 나스닥과 에센피의 연 내 성장률이 최소 6 성장이 보장되어야 움직이는 돈이라 할 수 있습니다. MMF 금리는 현재 5대이며 금도 에센피를 아득히 아웃퍼폼 하는 중. 어떤 자산이던 새로운 채널을 형성할 때는 반드시 수 차례의 수익실현이 발생합니다. 금과 빅스도 마찬가지 입니다. 앞서 큰 조정장에서 빅스는 강한 수익실현이 발생했고. 금도 한 차례 수익실현이 있었으나 더 강한 수요를 보이는 중 입니다. 금이 약 34하락하게 된다면 우리는 자산을 배분해야 합니다. 금의 하락은 주식시장의 상승여력과도 같으니. 이 전에 말씀드린 SPX58006000과도 맞물립니다.nas100 mini 2050020700p 해당 라인에 도달한다면 우린 필히 자금을 분산해야 합니다. 하지만 이 모든 뷰는 단기적인 뷰 일 뿐입니다. 금과 MMF자금이 두둑하게 쌓여 있다는 것은. 반환될 때 시장의 상승여력도 크다는 얘기가 됩니다. 그리고 그 중심에 금리 민감주가 있겠고 최전방에 반도체가 있을 확률이 매우 높습니다. 비중을 조절하시어 조정장을 피해가시되 지레 겁 먹어 도망치는 일은 없어야 합니다. 이 공간에 함께하는 모든 분들이 힘든 시기를 이겨내어 좋은 결과를 받아보시길 바래봅니다.,2025-03-27T14:36:44+09:00
﻿﻿주가는 110불을 찍었고 하방은 100불을 찍을거라는 예측은 소름돋게 완벽히 맞았다. 하지만 이 글에는 당시 선을 넘는 조롱 비하 댓글이 달렸다. 결국 당신들이 틀렸고 내가 맞았다. 내 조언을 무시한 대가는 당신들에게 현실로 그것도 큰 투자 손실로 다가왔다. 현실은 냉정하다.,주가는 110불을 찍었고 하방은 100불을 찍을거라는 예측은 소름돋게 완벽히 맞았다 하지만 이 글에는 당시 선을 넘는 조롱 비하 댓글이 달렸다 결국 당신들이 틀렸고 내가 맞았다 내 조언을 무시한 대가는 당신들에게 현실로 그것도 큰 투자 손실로 다가왔다 현실은 냉정하다,주가는 110불을 찍었고 하방은 100불을 찍을거라는 예측은 소름돋게 완벽히 맞았다. 하지만 이 글에는 당시 선을 넘는 조롱 비하 댓글이 달렸다. 결국 당신들이 틀렸고 내가 맞았다. 내 조언을 무시한 대가는 당신들에게 현실로 그것도 큰 투자 손실로 다가왔다. 현실은 냉정하다.,2025-03-31T22:42:03+09:00
﻿﻿엔비디아 1일 1주 사기..  2일차,엔비디아 1일 1주 사기 2일차,엔비디아 1일 1주 사기.. 2일차,2025-04-01T18:42:09+09:00
﻿﻿살짝 냠냠,살짝 냠냠,살짝 냠냠,2025-03-25T20:01:26+09:00
﻿﻿더 떨어지면 추매,더 떨어지면 추매,더 떨어지면 추매,2025-03-27T21:57:56+09:00
﻿﻿데드크로스 날것같네  악재는 없는데,데드크로스 날것같네 악재는 없는데,데드크로스 날것같네 악재는 없는데,2025-03-25T22:43:55+09:00
